lands,mana_rocks,land_ramp,immediate_draw,per_turn_draw,on_cast_draw,curve,actual_curve,total_mana_spent,ramp_mana_spent,draw_mana_spent,nonramp_nondraw_mana_spent,high_cmc_mana_spent,cmc_0,cmc_1,cmc_2,cmc_3,cmc_4,cmc_5,cmc_6,cmc_7,cmc_8plus
41,2,14,4,3,1,3.5,3.016949152542373,70.974,15.565,6.757,48.652,7.91,0,5,15,24,8,4,2,1,0
40,0,2,14,3,0,2.5,2.8333333333333335,70.948,1.538,22.387,47.023,5.244,0,8,22,12,10,6,2,0,0
36,2,6,12,1,1,3.0,2.953125,70.915,5.271,15.491,50.153,7.896,0,7,19,19,12,4,2,1,0
42,0,18,4,2,1,2.5,2.7241379310344827,70.912,23.014,6.513,41.385,5.67,0,6,21,20,7,2,2,0,0
30,1,8,12,3,0,3.0,3.0142857142857142,70.876,6.816,15.266,48.794,9.266,0,7,19,24,11,5,3,1,0
31,0,16,6,3,1,3.0,2.898550724637681,70.874,14.991,7.321,48.562,7.459,0,6,18,32,7,3,2,1,0
32,0,14,10,1,1,2.5,2.7058823529411766,70.815,14.444,12.109,44.262,5.244,0,8,26,19,10,3,2,0,0
38,0,6,8,3,1,3.5,3.129032258064516,70.781,4.239,10.553,55.989,10.221,0,5,17,19,12,5,3,1,0
30,0,18,12,1,0,2.5,2.8142857142857145,70.766,18.517,13.284,38.965,4.254,0,7,25,20,12,4,2,0,0
37,3,10,12,3,0,2.5,2.7142857142857144,70.746,12.345,17.515,40.886,5.238,0,8,25,15,9,4,2,0,0
34,0,2,14,3,0,2.5,2.893939393939394,70.721,1.348,20.077,49.296,7.248,0,9,23,13,11,7,3,0,0
32,3,12,12,0,1,3.5,3.1176470588235294,70.711,11.566,13.212,45.933,9.136,0,6,18,20,15,5,3,1,0
33,2,16,8,3,0,3.5,3.014925373134328,70.68,16.286,8.962,45.432,9.162,0,6,18,25,10,4,3,1,0
31,1,10,10,2,1,3.5,3.0869565217391304,70.646,8.408,11.688,50.55,9.637,0,7,18,20,15,5,3,1,0
41,3,18,8,3,0,3.5,2.9152542372881354,70.643,23.037,10.693,36.913,4.92,0,5,17,22,10,3,2,0,0
34,0,12,10,3,0,3.0,2.9545454545454546,70.622,11.169,12.309,47.144,7.144,0,5,18,28,9,3,2,1,0
40,3,18,12,1,0,2.5,2.7333333333333334,70.554,24.359,15.727,30.468,2.532,0,6,23,17,10,3,1,0,0
33,0,8,12,3,0,2.5,2.7611940298507465,70.531,7.264,16.712,46.555,7.368,0,8,27,15,10,4,3,0,0
33,3,6,14,0,1,3.0,3.014925373134328,70.434,5.985,17.923,46.526,7.365,0,7,19,20,12,6,2,1,0
31,1,2,12,3,1,3.0,3.0434782608695654,70.418,1.632,16.9,51.886,10.06,0,8,17,22,13,5,3,1,0
39,1,14,12,2,0,2.5,2.737704918032787,70.382,15.891,16.915,37.576,5.19,0,7,23,17,9,3,2,0,0
30,2,6,14,1,1,2.5,2.857142857142857,70.368,5.266,18.872,46.23,7.494,0,9,27,12,12,7,3,0,0
34,3,18,6,1,1,3.0,2.8333333333333335,70.313,20.613,5.581,44.119,4.704,0,6,19,28,8,3,2,0,0
42,1,14,6,2,1,3.5,3.0,70.287,15.159,7.276,47.852,7.993,0,5,16,22,8,4,2,1,0
36,3,12,12,0,1,2.5,2.734375,70.274,14.02,15.764,40.49,5.166,0,8,25,15,10,4,2,0,0
39,0,14,6,3,1,2.5,2.6557377049180326,70.216,16.175,9.04,45.001,5.712,0,7,24,20,5,3,2,0,0
35,2,8,10,2,1,2.5,2.646153846153846,70.211,8.661,14.392,47.158,5.52,0,9,27,14,10,3,2,0,0
34,3,2,10,3,1,3.5,3.106060606060606,70.146,2.984,13.102,54.06,9.662,0,7,17,18,15,5,3,1,0
38,1,16,2,3,1,3.0,2.935483870967742,70.102,16.698,5.282,48.122,7.753,0,6,14,30,6,3,2,1,0
31,0,18,8,3,0,2.5,2.7246376811594204,70.097,19.28,9.885,40.932,4.56,0,7,26,22,9,3,2,0,0
37,0,10,10,3,0,3.0,2.9523809523809526,69.995,9.414,12.865,47.716,7.344,0,5,18,25,9,3,2,1,0
39,2,18,2,2,1,3.0,2.901639344262295,69.983,21.043,4.158,44.782,4.908,0,6,14,28,8,3,2,0,0
28,0,18,10,0,1,3.5,3.1805555555555554,69.949,15.086,9.422,45.441,8.85,0,5,16,26,16,5,3,1,0
34,0,4,12,1,1,3.5,3.227272727272727,69.911,2.478,14.012,53.421,11.298,0,6,17,16,16,6,4,1,0
30,1,12,10,1,1,3.5,3.085714285714286,69.897,10.257,10.718,48.922,9.002,0,7,18,21,15,5,3,1,0
34,2,10,12,0,1,2.5,2.727272727272727,69.794,10.647,15.397,43.75,5.202,0,9,25,15,11,4,2,0,0
29,1,12,14,1,0,3.0,3.0140845070422535,69.711,10.749,15.943,43.019,6.885,0,7,18,26,11,6,2,1,0
31,2,14,12,1,0,3.5,3.101449275362319,69.678,13.224,12.425,44.029,8.87,0,6,18,22,14,5,3,1,0
37,2,4,12,3,0,3.0,2.9523809523809526,69.628,4.149,16.335,49.144,7.597,0,7,18,20,11,4,2,1,0
30,1,10,14,1,0,3.0,3.0285714285714285,69.619,8.68,15.883,45.056,6.672,0,7,19,23,11,7,2,1,0
35,2,10,14,0,0,3.5,3.169230769230769,69.575,9.515,15.464,44.596,8.878,0,6,17,18,13,7,3,1,0
38,0,18,0,3,1,2.5,2.7903225806451615,69.564,20.759,4.302,44.503,4.932,0,6,21,22,8,3,2,0,0
41,3,14,14,0,0,3.5,3.0508474576271185,69.509,16.442,16.891,36.176,4.686,0,5,16,19,11,6,2,0,0
31,2,14,12,0,1,2.5,2.753623188405797,69.447,14.758,14.353,40.336,4.74,0,8,26,18,11,4,2,0,0
36,0,18,12,0,0,3.0,2.984375,69.349,18.458,12.779,38.112,4.626,0,5,16,26,11,4,2,0,0
32,3,12,12,2,0,2.5,2.7205882352941178,69.324,13.603,15.164,40.557,4.746,0,8,27,17,10,4,2,0,0
33,1,4,10,3,1,2.5,2.7313432835820897,69.317,3.042,14.752,51.523,7.608,0,10,26,13,11,4,3,0,0
33,0,14,12,1,0,3.0,3.0,69.25,12.761,12.879,43.61,7.149,0,5,18,27,10,4,2,1,0
40,0,14,4,3,1,2.5,2.7,69.17,15.783,7.521,45.866,5.34,0,7,22,20,6,3,2,0,0
41,2,10,8,3,1,2.5,2.6440677966101696,69.148,12.316,12.843,43.989,5.508,0,8,24,15,7,3,2,0,0
30,1,18,10,1,0,3.5,3.1,69.145,16.665,9.115,43.365,8.196,0,6,17,24,15,4,3,1,0
28,0,4,14,2,1,3.5,3.2916666666666665,69.132,2.346,17.287,49.499,11.361,0,6,18,17,17,9,4,1,0
28,3,14,10,3,0,3.5,3.0694444444444446,69.101,13.32,10.946,44.835,8.566,0,6,19,25,13,5,3,1,0
39,1,12,4,3,1,3.5,3.0655737704918034,69.095,11.563,6.366,51.166,9.983,0,6,15,22,10,4,3,1,0
42,2,16,0,3,1,3.0,2.913793103448276,68.977,18.777,4.325,45.875,5.334,0,5,13,29,6,3,2,0,0
36,1,8,8,3,1,2.5,2.609375,68.948,7.995,12.17,48.783,5.562,0,9,27,15,8,3,2,0,0
31,0,18,6,1,1,3.5,3.1159420289855073,68.937,16.212,4.871,47.854,8.423,0,5,17,26,12,5,3,1,0
39,0,8,12,0,1,3.0,3.0327868852459017,68.876,6.837,14.661,47.378,7.382,0,5,17,21,11,4,2,1,0
40,2,18,6,1,1,2.5,2.65,68.87,23.495,6.497,38.878,5.334,0,7,24,18,7,2,2,0,0
40,0,16,6,1,1,3.5,3.066666666666667,68.866,15.898,5.708,47.26,9.566,0,5,16,22,9,4,3,1,0
39,2,8,6,3,1,3.5,3.0491803278688523,68.853,7.805,7.738,53.31,9.766,0,6,18,18,10,5,3,1,0
37,0,18,6,0,1,3.5,3.0952380952380953,68.787,17.875,4.634,46.278,8.987,0,5,16,23,11,4,3,1,0
37,3,8,12,3,0,2.5,2.6984126984126986,68.77,9.666,17.281,41.823,5.22,0,8,26,14,9,4,2,0,0
41,2,16,2,3,1,2.5,2.6779661016949152,68.758,19.888,5.886,42.984,5.586,0,8,20,21,5,3,2,0,0
30,1,18,8,3,0,2.5,2.7,68.718,19.175,9.561,39.982,4.566,0,8,26,22,9,3,2,0,0
36,1,6,14,1,0,3.0,3.015625,68.705,4.904,17.034,46.767,7.269,0,7,18,19,11,6,2,1,0
37,0,10,12,0,1,2.5,2.7777777777777777,68.69,9.633,15.119,43.938,5.076,0,7,25,14,11,4,2,0,0
32,2,14,10,0,1,3.0,2.9411764705882355,68.647,13.582,10.494,44.571,7.011,0,6,18,28,10,3,2,1,0
31,2,14,10,1,1,2.5,2.681159420289855,68.635,15.031,11.699,41.905,5.04,0,9,26,19,10,3,2,0,0
31,0,10,12,0,1,3.5,3.1739130434782608,68.482,7.678,12.763,48.041,9.067,0,6,17,20,16,6,3,1,0
41,2,2,10,2,1,3.5,3.169491525423729,68.459,2.395,12.792,53.272,9.882,0,6,15,15,14,5,3,1,0
37,3,2,12,2,1,2.5,2.6984126984126986,68.443,3.206,17.942,47.295,5.352,0,9,26,11,11,4,2,0,0
29,0,16,6,3,1,3.0,2.915492957746479,68.431,13.99,7.139,47.302,6.761,0,6,19,32,7,4,2,1,0
39,0,16,12,0,0,3.5,3.1475409836065573,68.287,15.375,12.561,40.351,6.741,0,4,15,22,12,5,2,1,0
28,1,10,14,1,0,3.5,3.1666666666666665,68.283,7.914,14.952,45.417,9.048,0,7,18,20,15,8,3,1,0
31,0,18,8,0,1,2.5,2.7246376811594204,68.267,18.861,7.665,41.741,4.716,0,8,25,21,10,3,2,0,0
40,0,8,14,0,0,3.5,3.2333333333333334,68.263,6.628,15.724,45.911,9.148,0,5,16,15,13,7,3,1,0
28,2,14,8,3,1,3.0,2.9027777777777777,68.25,13.124,9.659,45.467,7.34,0,7,20,29,9,4,2,1,0
31,1,8,10,3,0,3.5,3.072463768115942,68.199,6.551,11.092,50.556,8.778,0,7,18,21,14,5,3,1,0
34,3,16,2,3,1,3.0,2.909090909090909,68.147,16.312,4.838,46.997,7.784,0,6,16,32,6,3,2,1,0
31,3,14,10,2,0,3.5,3.0434782608695654,68.084,13.663,10.234,44.187,8.303,0,6,19,23,13,4,3,1,0
36,3,4,12,2,0,3.5,3.140625,67.933,4.311,13.604,50.018,8.896,0,6,18,16,14,6,3,1,0
36,1,16,8,2,0,3.5,3.046875,67.895,15.309,8.102,44.484,8.928,0,6,16,24,10,4,3,1,0
35,0,16,10,1,0,3.5,3.0923076923076924,67.846,14.252,9.48,44.114,9.24,0,5,17,23,12,4,3,1,0
32,0,12,14,0,0,3.0,3.0588235294117645,67.79,10.131,14.961,42.698,6.555,0,6,17,25,11,6,2,1,0
34,2,14,10,0,1,3.0,2.9393939393939394,67.783,13.689,10.343,43.751,6.991,0,6,18,26,10,3,2,1,0
35,0,2,14,1,0,3.5,3.3076923076923075,67.768,1.266,15.493,51.009,10.291,0,6,15,16,15,8,4,1,0
29,2,8,14,1,0,3.0,3.056338028169014,67.732,7.041,15.631,45.06,8.818,0,7,20,22,11,7,3,1,0
38,3,14,8,1,1,2.5,2.6451612903225805,67.689,17.542,9.599,40.548,5.184,0,8,25,17,7,3,2,0,0
41,0,6,12,1,1,2.5,2.76271186440678,67.626,4.995,16.953,45.678,5.478,0,7,25,10,11,4,2,0,0
28,0,16,12,1,0,3.0,2.986111111111111,67.557,13.358,12.023,42.176,6.892,0,6,18,30,11,4,2,1,0
30,1,14,6,3,1,2.5,2.7,67.549,14.061,7.683,45.805,6.948,0,9,26,22,6,4,3,0,0
41,1,2,12,2,1,2.5,2.7457627118644066,67.519,1.913,18.412,47.194,5.058,0,9,22,11,11,4,2,0,0
30,2,4,12,3,1,2.5,2.7714285714285714,67.506,3.609,17.157,46.74,7.17,0,10,27,13,12,5,3,0,0
39,1,10,6,3,1,2.5,2.6065573770491803,67.505,11.008,9.161,47.336,5.424,0,8,26,16,6,3,2,0,0
35,1,2,10,3,1,2.5,2.753846153846154,67.406,1.682,14.61,51.114,7.29,0,10,24,13,11,4,3,0,0
29,0,18,2,3,1,3.5,3.140845070422535,67.326,14.966,4.174,48.186,8.576,0,6,14,29,13,5,3,1,0
42,2,4,14,1,0,3.5,3.206896551724138,67.271,3.88,16.758,46.633,9.12,0,6,16,12,13,7,3,1,0
28,3,8,12,1,1,3.0,3.0,67.207,7.473,13.995,45.739,9.069,0,7,21,23,12,5,3,1,0
39,1,2,12,2,1,2.5,2.721311475409836,67.188,1.859,17.575,47.754,5.382,0,9,24,11,11,4,2,0,0
42,3,12,8,1,1,3.5,3.0,67.13,13.558,8.959,44.613,7.78,0,5,18,18,10,4,2,1,0
39,3,2,8,3,1,3.5,3.1147540983606556,67.123,2.937,10.544,53.642,9.324,0,6,16,18,12,5,3,1,0
42,1,14,4,3,1,2.5,2.6551724137931036,67.119,16.465,7.513,43.141,5.604,0,8,21,19,5,3,2,0,0
34,3,18,8,2,0,3.0,2.8484848484848486,67.085,20.013,8.348,38.724,4.254,0,6,19,27,9,3,2,0,0
39,1,6,10,2,1,2.5,2.6557377049180326,67.068,5.389,14.424,47.255,5.28,0,9,25,12,10,3,2,0,0
39,1,16,2,2,1,3.5,3.081967213114754,67.054,15.315,3.836,47.903,9.257,0,6,13,25,9,4,3,1,0
33,0,12,10,0,1,3.5,3.1641791044776117,66.973,9.533,9.567,47.873,8.665,0,5,16,23,14,5,3,1,0
42,0,18,10,1,0,3.5,3.0172413793103448,66.943,19.515,10.753,36.675,4.566,0,4,15,22,12,3,2,0,0
28,2,10,10,2,1,2.5,2.736111111111111,66.931,9.469,12.201,45.261,6.834,0,10,27,17,11,4,3,0,0
37,1,8,6,3,1,3.0,2.873015873015873,66.845,7.073,7.767,52.005,7.562,0,7,19,23,7,4,2,1,0
31,0,16,4,2,1,3.5,3.0869565217391304,66.836,13.037,4.696,49.103,8.703,0,6,16,27,11,5,3,1,0
30,2,14,8,3,0,3.5,3.057142857142857,66.665,12.634,8.209,45.822,8.19,0,6,18,26,11,5,3,1,0
35,1,16,12,0,0,3.0,2.9384615384615387,66.553,15.186,12.368,38.999,4.344,0,6,16,27,10,4,2,0,0
28,1,18,6,1,1,2.5,2.736111111111111,66.526,17.909,5.033,43.584,6.84,0,9,26,22,8,4,3,0,0
34,3,14,4,3,1,2.5,2.621212121212121,66.476,16.23,6.746,43.5,4.878,0,9,25,21,6,3,2,0,0
30,3,6,14,1,0,3.0,3.0428571428571427,66.417,5.741,15.675,45.001,8.696,0,7,21,20,11,7,3,1,0
35,0,18,6,3,0,3.0,2.876923076923077,66.386,18.238,6.519,41.629,4.212,0,5,17,31,7,3,2,0,0
35,0,18,12,0,0,2.5,2.830769230769231,66.384,18.405,12.597,35.382,4.47,0,7,22,19,11,4,2,0,0
34,0,16,0,3,1,3.0,3.0606060606060606,66.377,13.788,3.799,48.79,8.998,0,5,14,32,7,4,3,1,0
33,1,12,6,2,1,3.5,3.029850746268657,66.346,10.544,5.969,49.833,8.684,0,7,18,22,11,5,3,1,0
28,1,18,10,1,0,3.0,2.9444444444444446,66.288,16.334,9.012,40.942,6.218,0,7,18,29,12,3,2,1,0
39,3,14,4,2,1,3.5,3.0327868852459017,66.216,14.7,5.332,46.184,9.061,0,6,16,22,9,4,3,1,0
31,0,18,2,2,1,3.0,3.0434782608695654,66.183,15.957,3.502,46.724,8.545,0,6,15,31,9,4,3,1,0
35,1,18,4,3,0,3.5,3.0615384615384613,66.179,17.137,4.698,44.344,8.269,0,6,15,26,10,4,3,1,0
28,3,12,12,2,0,3.0,2.9305555555555554,66.155,11.799,13.194,41.162,6.283,0,7,20,27,11,4,2,1,0
30,1,4,10,2,1,3.0,2.9714285714285715,66.144,2.787,12.18,51.177,8.871,0,8,19,23,12,4,3,1,0
35,1,4,8,2,1,3.5,3.1384615384615384,66.114,2.775,8.867,54.472,10.683,0,7,17,17,14,5,4,1,0
32,1,12,6,2,1,3.0,2.926470588235294,66.088,10.436,6.229,49.423,9.162,0,7,19,27,7,4,3,1,0
35,1,18,0,2,1,3.5,3.2,66.052,16.355,2.401,47.296,8.616,0,5,12,27,12,5,3,1,0
33,1,6,14,0,0,3.5,3.1940298507462686,66.05,4.485,14.484,47.081,8.386,0,7,17,16,15,8,3,1,0
36,3,10,10,0,1,3.5,3.078125,66.02,9.727,9.727,46.566,9.196,0,6,18,18,14,4,3,1,0
29,3,2,14,3,0,2.5,2.8309859154929575,65.975,2.989,18.734,44.252,6.624,0,10,26,14,11,7,3,0,0
34,2,12,10,2,0,3.0,2.909090909090909,65.914,11.849,11.082,42.983,6.576,0,6,19,26,9,3,2,1,0
41,2,8,12,0,1,2.5,2.7288135593220337,65.9,8.759,15.883,41.258,5.19,0,8,24,11,10,4,2,0,0
30,2,12,10,1,1,2.5,2.7,65.879,11.903,11.124,42.852,6.93,0,9,28,17,10,3,3,0,0
34,1,2,12,2,0,3.5,3.227272727272727,65.857,1.528,12.942,51.387,10.546,0,7,15,17,16,6,4,1,0
37,2,16,6,3,0,3.5,3.0,65.819,16.148,6.427,43.244,8.905,0,6,17,24,8,4,3,1,0
37,1,4,10,3,0,3.5,3.0952380952380953,65.738,3.14,11.635,50.963,8.737,0,7,17,16,14,5,3,1,0
33,0,12,8,1,1,2.5,2.746268656716418,65.568,11.239,8.383,45.946,6.942,0,8,26,18,8,4,3,0,0
30,1,8,12,1,0,3.5,3.157142857142857,65.484,6.342,11.768,47.374,10.147,0,7,18,19,15,6,4,1,0
40,1,8,12,0,1,2.5,2.7666666666666666,65.422,7.746,15.165,42.511,4.842,0,8,23,12,11,4,2,0,0
31,2,10,10,3,0,2.5,2.681159420289855,65.396,10.222,11.985,43.189,6.726,0,9,28,17,9,3,3,0,0
34,3,8,14,0,0,3.0,3.015151515151515,65.39,7.944,15.132,42.314,6.623,0,6,19,22,10,6,2,1,0
28,2,14,8,2,1,2.5,2.7222222222222223,65.39,13.426,9.136,42.828,6.48,0,9,27,21,8,4,3,0,0
39,1,14,6,2,1,2.5,2.622950819672131,65.387,15.675,7.52,42.192,5.172,0,8,24,19,5,3,2,0,0
35,3,10,10,2,0,3.5,3.046153846153846,65.308,10.153,10.373,44.782,8.366,0,6,19,19,13,4,3,1,0
29,0,18,2,2,1,3.0,3.056338028169014,65.301,15.049,3.349,46.903,8.436,0,6,15,32,10,4,3,1,0
32,3,10,6,3,1,3.0,2.8529411764705883,65.252,9.792,7.265,48.195,7.073,0,7,21,26,7,4,2,1,0
40,0,8,12,1,0,3.5,3.15,65.235,6.62,12.769,45.846,8.975,0,5,17,16,13,5,3,1,0
38,2,12,4,3,1,2.5,2.629032258064516,65.232,13.694,6.838,44.7,4.908,0,8,25,18,6,3,2,0,0
36,1,10,10,0,1,3.0,2.9375,65.197,8.89,10.219,46.088,7.058,0,7,17,23,11,3,2,1,0
34,0,10,6,2,1,3.0,2.9545454545454546,65.185,8.347,6.242,50.596,8.638,0,6,19,26,7,4,3,1,0
32,1,16,8,0,1,2.5,2.661764705882353,65.151,16.104,7.661,41.386,4.572,0,9,25,21,8,3,2,0,0
37,2,14,6,1,1,3.0,2.857142857142857,65.126,14.304,5.534,45.288,7.24,0,6,19,26,6,3,2,1,0
29,3,2,12,3,1,2.5,2.7746478873239435,65.125,2.809,16.632,45.684,7.02,0,10,27,14,12,5,3,0,0
42,0,4,10,3,0,3.5,3.1724137931034484,65.071,2.64,12.086,50.345,9.145,0,5,16,15,13,5,3,1,0
39,2,18,0,2,1,2.5,2.7704918032786887,65.01,20.823,2.974,41.213,4.734,0,7,20,21,8,3,2,0,0
39,0,14,8,3,0,3.0,2.8688524590163933,64.999,13.596,9.71,41.693,4.422,0,5,17,27,7,3,2,0,0
33,1,10,10,0,1,3.5,3.1044776119402986,64.885,7.852,9.485,47.548,8.224,0,7,17,19,15,5,3,1,0
28,0,4,10,3,1,3.5,3.1805555555555554,64.821,2.328,11.932,50.561,10.457,0,7,18,19,17,6,4,1,0
38,1,14,4,2,1,3.0,2.903225806451613,64.802,13.669,5.152,45.981,7.199,0,6,16,28,6,3,2,1,0
31,2,14,10,0,1,3.0,2.927536231884058,64.761,12.69,9.824,42.247,6.841,0,7,18,27,11,3,2,1,0
41,0,12,4,2,1,3.5,3.1016949152542375,64.756,10.977,5.186,48.593,9.072,0,5,15,21,10,4,3,1,0
36,2,8,8,3,0,3.5,3.0625,64.75,7.232,8.529,48.989,8.501,0,6,18,20,11,5,3,1,0
31,0,2,12,2,1,2.5,2.7971014492753623,64.691,1.322,15.631,47.738,6.702,0,9,27,13,12,5,3,0,0
28,1,10,12,0,1,3.0,3.0555555555555554,64.685,7.932,12.388,44.365,8.083,0,7,18,25,13,5,3,1,0
28,1,12,10,2,0,3.5,3.0694444444444446,64.653,9.71,9.63,45.313,7.962,0,7,18,24,14,5,3,1,0
36,0,14,8,0,1,3.0,2.953125,64.651,12.676,7.328,44.647,6.64,0,5,17,28,8,3,2,1,0
30,0,8,12,2,0,2.5,2.7857142857142856,64.629,6.496,13.702,44.431,6.198,0,9,27,15,11,5,3,0,0
42,1,16,10,2,0,3.0,2.810344827586207,64.625,17.373,12.042,35.21,2.406,0,5,16,26,8,2,1,0,0
30,1,10,8,3,0,3.5,3.085714285714286,64.62,8.204,8.089,48.327,10.07,0,7,18,23,12,5,4,1,0
34,0,4,12,0,1,3.0,3.106060606060606,64.604,2.406,12.869,49.329,8.325,0,6,17,21,13,5,3,1,0
33,1,12,4,3,1,2.5,2.7313432835820897,64.579,11.419,6.166,46.994,6.936,0,9,24,20,7,4,3,0,0
42,0,14,4,2,1,3.0,2.8793103448275863,64.555,14.333,5.557,44.665,4.83,0,5,15,27,6,3,2,0,0
31,0,8,10,2,0,3.5,3.1594202898550723,64.49,5.694,9.654,49.142,9.722,0,6,18,20,15,5,4,1,0
33,0,16,6,3,0,3.0,2.8805970149253732,64.487,14.45,6.23,43.807,6.47,0,6,18,31,6,3,2,1,0
41,3,10,12,1,0,3.5,3.0677966101694913,64.458,10.69,13.075,40.693,7.047,0,5,18,16,12,5,2,1,0
31,1,12,4,2,1,3.5,3.1159420289855073,64.402,9.733,4.413,50.256,9.711,0,7,16,24,12,5,4,1,0
38,2,18,10,1,0,2.5,2.725806451612903,64.402,20.475,10.86,33.067,4.446,0,7,23,18,10,2,2,0,0
33,0,4,8,2,1,3.5,3.1791044776119404,64.402,2.334,8.539,53.529,10.576,0,6,18,18,14,6,4,1,0
35,3,2,6,3,1,3.5,3.1384615384615384,64.387,2.654,6.988,54.745,10.281,0,7,17,18,12,6,4,1,0
41,2,4,8,2,1,3.5,3.1016949152542375,64.386,3.635,9.17,51.581,9.349,0,6,17,15,12,5,3,1,0
38,3,2,14,0,1,2.5,2.7903225806451615,64.363,3.093,18.284,42.986,4.734,0,9,24,10,11,6,2,0,0
35,2,12,2,3,1,3.0,2.923076923076923,64.325,11.409,4.784,48.132,6.754,0,7,16,28,7,4,2,1,0
34,1,12,6,3,0,3.5,3.0454545454545454,64.309,10.482,6.034,47.793,8.106,0,6,17,25,9,5,3,1,0
36,1,6,4,3,1,3.5,3.125,64.299,4.236,5.627,54.436,10.873,0,7,16,19,12,5,4,1,0
30,3,18,10,0,0,3.5,3.0714285714285716,64.269,17.042,7.752,39.475,8.066,0,6,18,24,14,4,3,1,0
30,1,14,4,3,1,2.5,2.7142857142857144,64.238,13.165,6.054,45.019,6.516,0,10,24,22,7,4,3,0,0
37,1,18,6,2,0,3.5,3.0476190476190474,64.225,17.534,5.262,41.429,8.715,0,6,16,23,10,4,3,1,0
30,1,12,12,1,0,2.5,2.742857142857143,64.148,10.848,12.73,40.57,6.39,0,9,27,17,10,4,3,0,0
29,1,10,10,3,0,2.5,2.732394366197183,64.134,8.816,11.788,43.53,6.06,0,10,26,18,10,4,3,0,0
36,0,8,6,2,1,3.5,3.0625,64.106,6.01,6.173,51.923,8.451,0,6,18,20,11,5,3,1,0
30,3,6,14,1,0,2.5,2.8285714285714287,64.065,6.031,15.705,42.329,6.426,0,9,28,12,11,7,3,0,0
29,2,16,8,3,0,2.5,2.6338028169014085,64.064,15.989,8.873,39.202,4.344,0,9,27,23,7,3,2,0,0
41,1,6,6,3,1,3.0,2.847457627118644,64.046,4.928,8.121,50.997,7.576,0,7,18,21,7,3,2,1,0
38,1,6,12,1,0,3.5,3.161290322580645,64.018,4.729,12.087,47.202,8.61,0,6,17,15,14,6,3,1,0
37,2,8,12,2,0,2.5,2.7142857142857144,64.018,8.399,14.897,40.722,4.542,0,8,26,13,10,4,2,0,0
29,2,6,14,0,1,2.5,2.8309859154929575,63.972,5.153,16.287,42.532,6.522,0,10,27,12,12,7,3,0,0
